Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
(WTH) Sgt. Rico,115,29,3.97,9,1.32,0.33,2,4,0,0,7.00,0.00,Sparrow: 2,Gongoozler: 6,"GEWEHR 43: 51, STG44: 40, SATCHEL: 19, M43 STIELHANDGRANATE: 5",http://144.126.151.248:8010/#/gamescoreboard/7594
[ESPT] Valhalla,105,39,2.69,16,1.21,0.45,3,0,0,0,9.00,0.00,Law: 4,Mr. Mangos: 6,"M1 GARAND: 104, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7594
[ESPT] Clabsos,65,37,1.76,8,0.75,0.43,3,0,0,0,10.00,1.00,Celery: 5,impulsivechart12: 7,"M1 GARAND: 63, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7594
[ESPR] I CANT READ,91,13,7,70,1.05,0.15,3,0,0,0,28.00,1.00,[ESPT]redhotchilidog: 3,BrodyGeeZ: 8,"150MM HOWITZER [sFH 18]: 69, MG42: 19, GEWEHR 43: 2, FG42: 1",http://144.126.151.248:8010/#/gamescoreboard/7592
[ESPT] kaput,81,6,13.5,27,0.94,0.07,2,1,0,0,15.00,5.00,[ESPT] TendoFURY: 3,k_lash: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 54, 75MM CANNON [Sherman M4A3(75)W]: 15, COAXIAL M1919 [Sherman M4A3(75)W]: 6, COAXIAL M1919 [Sherman M4A3E2(76)]: 6",http://144.126.151.248:8010/#/gamescoreboard/7592
[ESPT] Clabsos,91,49,1.86,14,1.05,0.56,4,0,1,1,5.00,0.00,MochaBear831: 4,ga.anto.eu: 6,"MP40: 45, GEWEHR 43: 29, S-MINE: 8, STG44: 7, UNKNOWN: 1, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7591
soLucky!,87,31,2.81,11,1.0,0.36,4,0,0,0,6.00,0.00,[ESPT] FatherPig: 5,g-reth: 9,"M1903 SPRINGFIELD: 82, COLT M1911: 2, MK2 GRENADE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7591
[ESPT] FatherPig,79,29,2.72,12,0.9,0.33,4,0,1,1,7.00,1.00,Lighty: 3,RIP Billy Herrington: 5,"GEWEHR 43: 63, STG44: 15, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7591
[ESPT]Boomer,69,27,2.56,8,0.91,0.36,2,1,0,0,6.00,0.00,[ESPR] Joh: 3,[ESPR] Joh: 6,"M1 GARAND: 66, SATCHEL: 2, M97 TRENCH GUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7589
[ESPR] Joh,76,16,4.75,25,1.52,0.32,4,0,0,0,12.00,1.00,Super Pants: 4,thefrenchwineguy: 5,"M1 GARAND: 72, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7584
[ESPT] WimZy,67,17,3.94,10,1.34,0.34,4,0,0,0,6.00,0.00,Super Pants: 5,PlainMilk: 4,"M1 GARAND: 64, BROWNING M1919: 3",http://144.126.151.248:8010/#/gamescoreboard/7584
[ESPR] I CANT READ,67,24,2.79,12,0.77,0.27,3,0,1,1,10.00,0.00,C o C o: 4,Hamdon: 5,"M1 GARAND: 56, M1918A2 BAR: 4, MK2 GRENADE: 4, BAZOOKA: 3",http://144.126.151.248:8010/#/gamescoreboard/7580
[ESPT] Valhalla,67,31,2.16,9,0.86,0.4,3,0,0,0,11.00,0.00,VERSIE: 4,Bing'Chillin89: 8,"M1 CARBINE: 43, M1903 SPRINGFIELD: 23, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7572
[ESPT] Valhalla,82,20,4.1,24,1.51,0.37,2,0,1,1,9.00,0.00,Roasthead: 3,Donuts: 5,"GEWEHR 43: 81, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7571
[ESPT]Boomer,66,34,1.94,14,0.75,0.39,6,0,1,1,8.00,0.00,Kermit: 3,Paraplegic Rabit: 7,"M1 GARAND: 63, MK2 GRENADE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7571
[ESPT] FatherPig,65,24,2.71,9,0.74,0.27,3,0,0,0,13.00,0.00,Powzza1: 3,Zurraspas: 5,M1 GARAND: 65,http://144.126.151.248:8010/#/gamescoreboard/7571
[ESPR] I CANT READ,91,16,5.69,34,1.67,0.29,6,2,0,0,9.00,0.00,BusyHead: 8,+1: 5,"155MM HOWITZER [M114]: 76, M1 GARAND: 11, MK2 GRENADE: 2, S-MINE: 1, TELLERMINE 43: 1",http://144.126.151.248:8010/#/gamescoreboard/7567
[ESPT] Texas Red,76,10,7.6,41,1.38,0.18,5,9,0,0,26.00,1.00,501stR | BIПSOП: 5,nichgreen: 5,"150MM HOWITZER [sFH 18]: 72, MP40: 4",http://144.126.151.248:8010/#/gamescoreboard/7567
(WTH) Sgt. Rico,162,17,9.53,61,2.01,0.21,3,1,1,1,25.00,1.00,Catzo: 2,Sergeant Jones: 9,"MG42: 55, GEWEHR 43: 53, STG44: 44, SATCHEL: 5, M43 STIELHANDGRANATE: 2, UNKNOWN: 1, LUGER P08: 1, GMC CCKW 353 (Supply): 1",http://144.126.151.248:8010/#/gamescoreboard/7566
[ESPT] HiSpeedHilly,122,38,3.21,20,1.52,0.47,4,1,3,1,10.00,1.00,nic: 4,Recyclic: 7,"GEWEHR 43: 59, MG42: 30, STG44: 29, UNKNOWN: 3, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7566
[ESPR] I CANT READ,75,20,3.75,28,0.93,0.25,3,0,1,1,18.00,0.00,NicoV: 2,[ESPT] FatherPig: 4,MG42: 75,http://144.126.151.248:8010/#/gamescoreboard/7566
Zone Warrior69,104,19,5.47,37,1.19,0.22,6,3,0,0,32.00,0.00,cbn``*: 10,rangerbird: 6,"150MM HOWITZER [sFH 18]: 98, MP40: 6",http://144.126.151.248:8010/#/gamescoreboard/7563
[ESPT] HiSpeedHilly,103,43,2.4,17,1.27,0.53,4,0,2,1,11.00,0.00,[OP] ♞ MarsRover: 4,xRAGINGxONEx: 8,"STG44: 54, MP40: 21, MG42: 16, GEWEHR 43: 3, KARABINER 98K: 3, M43 STIELHANDGRANATE: 3, UNKNOWN: 2, SATCHEL: 1",http://144.126.151.248:8010/#/gamescoreboard/7563
cbn``*,90,32,2.81,15,1.02,0.36,5,0,0,0,8.00,0.00,RepentJohnnySins: 5,Zone Warrior69: 10,"M1 GARAND: 52, M1918A2 BAR: 23, M1A1 THOMPSON: 7, BROWNING M1919: 4, MK2 GRENADE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7563
ThickMonkeyNutz,80,38,2.11,39,0.89,0.42,5,6,0,0,8.00,1.00,Zone Warrior69: 4,Animal Mother: 6,"155MM HOWITZER [M114]: 44, M1 GARAND: 23, M1918A2 BAR: 9, S-MINE: 1, BAZOOKA: 1, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7563
//stevE,77,34,2.26,11,0.87,0.38,6,1,2,1,7.00,0.00,rangerbird: 4,Honorable: 6,"STG44: 68, SATCHEL: 6, M43 STIELHANDGRANATE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7563
Mad Dog Devon,73,7,10.43,25,0.84,0.08,1,2,0,0,29.00,4.00,[ESPR] I CANT READ: 3,NETTO 🂡: 4,"76MM M1 GUN [Sherman M4A3E2(76)]: 32, 75MM CANNON [Sherman M4A3(75)W]: 22, COAXIAL M1919 [Sherman M4A3E2(76)]: 16, COAXIAL M1919 [Sherman M4A3(75)W]: 3",http://144.126.151.248:8010/#/gamescoreboard/7563
[ESPR] I CANT READ,66,1,66,65,0.76,0.01,1,2,0,0,86.00,86.00,zippy9000: 1,yackson cc: 4,"75MM CANNON [Sd.Kfz.171 Panther]: 45, COAXIAL MG34 [Sd.Kfz.171 Panther]: 10, HULL MG34 [Sd.Kfz.171 Panther]: 8, Sd.Kfz.171 Panther: 2, MG42: 1",http://144.126.151.248:8010/#/gamescoreboard/7563
[OP] ♞ MarsRover,65,17,3.82,27,1.02,0.27,3,2,0,0,16.00,0.00,[ESPR] Tom_Bongbadil: 3,migue: 5,"155MM HOWITZER [M114]: 39, M1 GARAND: 18, MK2 GRENADE: 4, BAZOOKA: 3, M1A1 THOMPSON: 1",http://144.126.151.248:8010/#/gamescoreboard/7563
wasab1z,112,10,11.2,27,1.49,0.13,1,1,0,0,13.00,2.00,AFilthyCasual: 1,FATZEIG: 6,"M1 GARAND: 70, 155MM HOWITZER [M114]: 36, M1 CARBINE: 3, UNKNOWN: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7559
soLucky!,68,10,6.8,17,0.93,0.14,1,0,0,0,18.00,1.00,Tolls: 2,Opox: 5,"KARABINER 98K: 61, M43 STIELHANDGRANATE: 5, PANZERSCHRECK: 2",http://144.126.151.248:8010/#/gamescoreboard/7559
[EASY] Demonized,67,4,16.75,59,1.33,0.08,1,0,0,0,36.00,2.00,FireStarterr: 3,Man of Ape: 8,"150MM HOWITZER [sFH 18]: 64, GEWEHR 43: 3",http://144.126.151.248:8010/#/gamescoreboard/7559
JimNibbles,67,12,5.58,34,0.92,0.17,4,0,0,0,20.00,1.00,Man of Ape: 2,bmacizzle1988: 6,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 26, 88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 11, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 8, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 6, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 6, GEWEHR 43: 4, 75MM CANNON [Sd.Kfz.171 Panther]: 2, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 2, COAXIAL MG34 [Sd.Kfz.171 Panther]: 2",http://144.126.151.248:8010/#/gamescoreboard/7559
soLucky!,109,26,4.19,17,1.25,0.3,3,0,0,0,10.00,0.00,Richkid240: 4,Bone City: 8,"M1 GARAND: 106, MK2 GRENADE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7550
DriveBy,88,33,2.67,16,0.97,0.36,3,0,3,1,11.00,0.00,Rambone1979: 3,Vash: 7,"GEWEHR 43: 85, UNKNOWN: 3",http://144.126.151.248:8010/#/gamescoreboard/7550
[ESPR]amoll32513,83,9,9.22,29,1.42,0.15,2,3,0,0,12.00,0.00,Ancient_Wolf: 7,Icey: 6,"155MM HOWITZER [M114]: 77, M1 GARAND: 5, TELLERMINE 43: 1",http://144.126.151.248:8010/#/gamescoreboard/7550
[ESPT] Valhalla,67,22,3.05,12,1.03,0.34,5,0,0,0,5.00,1.00,Corporate Slave: 5,LT. SteeL: 4,"M1903 SPRINGFIELD: 66, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7550
Invader,80,20,4,54,0.94,0.24,3,1,0,0,18.00,0.00,Edrisch: 2,Choko: 7,"155MM HOWITZER [M114]: 54, M1918A2 BAR: 26",http://144.126.151.248:8010/#/gamescoreboard/7537
WernerVos,67,30,2.23,19,0.77,0.34,5,1,0,0,13.00,0.00,ShelbyPapa: 4,SailorJerry65: 4,"MP40: 26, GEWEHR 43: 23, SATCHEL: 8, STG44: 4, MG42: 3, UNKNOWN: 2, S-MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7537
Kilo,65,31,2.1,15,0.75,0.36,6,0,1,1,10.00,0.00,johnnybm193: 4,ElitexNemisis: 4,"STG44: 31, MG42: 25, M43 STIELHANDGRANATE: 6, UNKNOWN: 2, MP40: 1",http://144.126.151.248:8010/#/gamescoreboard/7537
Invader,84,6,14,35,1.87,0.13,1,5,0,0,17.00,2.00,saeto: 1,TheMuffinMan668: 8,"FG42 x4: 49, 150MM HOWITZER [sFH 18]: 35",http://144.126.151.248:8010/#/gamescoreboard/7535
chovi,67,6,11.17,65,2.37,0.21,3,3,0,0,23.00,0.00,Toastr: 4,augustio018: 5,"150MM HOWITZER [sFH 18]: 65, MP40: 2",http://144.126.151.248:8010/#/gamescoreboard/7535
FoodShows,67,14,4.79,23,1.05,0.22,2,0,0,0,13.00,1.00,Cpt. Zapp: 4,king of pecs: 5,M1 GARAND: 67,http://144.126.151.248:8010/#/gamescoreboard/7533
DriveBy,74,30,2.47,20,0.9,0.36,5,0,0,0,9.00,0.00,Invader: 3,All of you are soft : 7,"GEWEHR 43: 73, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7530
[ESPR] I CANT READ,70,25,2.8,13,0.88,0.32,3,1,1,1,11.00,1.00,Mobilehobo: 4,Feshawk: 8,"MG42: 38, STG44: 16, GEWEHR 43: 8, SATCHEL: 4, M43 STIELHANDGRANATE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7530
[ESPT] C o C o,67,29,2.31,12,1.08,0.47,4,0,1,1,6.00,0.00,[ESPR]amoll32513: 4,YayoCR: 7,"STG44: 45, FG42: 10, GEWEHR 43: 5, M1 GARAND: 4, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7530
[ESPT] Lost,73,12,6.08,14,0.84,0.14,2,0,0,0,28.00,2.00,Thedarknight_55: 4,Thedarknight_55: 8,"MP40: 67, M43 STIELHANDGRANATE: 6",http://144.126.151.248:8010/#/gamescoreboard/7521
[ESPT]Boomer,67,28,2.39,11,1.0,0.42,3,0,1,1,7.00,0.00,Void | Crohny: 3,Colfax³: 5,"GEWEHR 43: 66, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7521
SantuhClaus,96,15,6.4,74,1.42,0.22,7,1,0,0,26.00,1.00,SquirtRussell: 2,SaltySmack: 7,"122MM HOWITZER [M1938 (M-30)]: 69, PPSH 41: 22, RG-42 GRENADE: 4, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7519
Disco Potato,92,22,4.18,17,1.34,0.32,2,1,4,1,10.00,1.00,The Fire Priest: 3,VoidCtrl: 6,"PPSH 41 W/DRUM: 78, MOSIN NAGANT 91/30: 13, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7519
Tsuraisang,97,3,32.33,97,1.11,0.03,2,1,0,0,76.00,3.00,Snazzio: 1,D: 8,"76MM M1 GUN [Sherman M4A3E2(76)]: 77, COAXIAL M1919 [Sherman M4A3E2(76)]: 19, HULL M1919 [Sherman M4A3E2(76)]: 1",http://144.126.151.248:8010/#/gamescoreboard/7510
SCAV_Suka,89,2,44.5,83,1.07,0.02,1,1,0,0,43.00,38.00,Top: 1,Dig Man: 4,"75MM CANNON [Sherman M4A3(75)W]: 70, COAXIAL M1919 [Sherman M4A3(75)W]: 8, HULL M1919 [Sherman M4A3E2(76)]: 6, HULL M1919 [Sherman M4A3(75)W]: 4, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7510
SCAV_Suka,94,3,31.33,41,1.07,0.03,1,4,0,0,32.00,10.00,Mr.Buckshot: 1,Fish: 6,"75MM CANNON [Sd.Kfz.171 Panther]: 38, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 26, COAXIAL MG34 [Sd.Kfz.171 Panther]: 16, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 11, LUGER P08: 2, M1A1 AT MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7507
[ESPT] Fortress,71,21,3.38,13,0.88,0.26,2,1,0,0,12.00,1.00,Munchsquad: 2,[ESPR] Noles: 6,"M1 GARAND: 50, M1918A2 BAR: 16, M97 TRENCH GUN: 5",http://144.126.151.248:8010/#/gamescoreboard/7505
haoslse,65,31,2.1,11,0.73,0.35,4,0,1,1,8.00,1.00,doodoo: 2,501st | Razor: 6,"M1 GARAND: 64, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7504
Cpl. Th3-Hunter333 [,95,20,4.75,29,1.1,0.23,4,0,2,1,18.00,1.00,Vlad_Tsepesh: 2,sdkk003: 5,"GEWEHR 43: 72, MP40: 16, SATCHEL: 4, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7499
[ESPR] Joh,92,10,9.2,31,1.05,0.11,1,0,0,0,41.00,2.00,AlbinoBob: 1,gappapeach: 7,"M1 GARAND: 82, M1A1 THOMPSON: 6, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7498
circumcised,76,5,15.2,39,0.86,0.06,2,3,0,0,25.00,7.00,Pete: 1,lucas: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 43, 75MM M3 GUN [Sherman M4A3E2]: 11, COAXIAL M1919 [Sherman M4A3E2(76)]: 10, 75MM CANNON [Sherman M4A3(75)W]: 9, COAXIAL M1919 [Sherman M4A3E2]: 3",http://144.126.151.248:8010/#/gamescoreboard/7498
NOX,72,14,5.14,68,0.82,0.16,9,8,0,0,47.00,1.00,Pete: 4,nine1tw02: 6,"155MM HOWITZER [M114]: 68, M1 CARBINE: 2, M1A1 THOMPSON: 2",http://144.126.151.248:8010/#/gamescoreboard/7498
Samsquanch556,70,15,4.67,20,0.82,0.18,4,0,0,0,14.00,1.00,Apoxis: 2,kevlo13: 3,"KARABINER 98K x8: 49, FG42 x4: 18, S-MINE: 1, UNKNOWN: 1, WALTHER P38: 1",http://144.126.151.248:8010/#/gamescoreboard/7495
-The PoleCat-,67,8,8.38,52,0.89,0.11,2,12,2,1,17.00,2.00,Osa: 1,Zaychina: 5,"155MM HOWITZER [M114]: 62, M1 GARAND: 5",http://144.126.151.248:8010/#/gamescoreboard/7495
[ESPT]RA88ERS776,80,3,26.67,33,0.93,0.03,1,4,0,0,25.00,11.00,ADHDSparky: 3,LiquidSnake22: 7,"76MM M1 GUN [Sherman M4A3E2(76)]: 51, COAXIAL M1919 [Sherman M4A3E2(76)]: 18, 75MM CANNON [Sherman M4A3(75)W]: 5, COAXIAL M1919 [Sherman M4A3(75)W]: 5, Opel Blitz (Transport): 1",http://144.126.151.248:8010/#/gamescoreboard/7493
Invader,71,16,4.44,22,0.83,0.19,3,8,0,0,21.00,1.00,ExeburentWitness: 3,Zone Warrior69: 11,"FG42 x4: 40, 150MM HOWITZER [sFH 18]: 30, S-MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7493
Daybombs,66,21,3.14,18,0.8,0.25,3,2,1,1,21.00,1.00,Unicorn Cyborg: 4,[ESPR]YittyBombs: 5,"GEWEHR 43: 36, 150MM HOWITZER [sFH 18]: 23, M43 STIELHANDGRANATE: 4, MP40: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7493
[ESPT] HiSpeedHilly,87,29,3,11,1.07,0.36,2,0,0,0,7.00,0.00,The_Scherznator: 2,[SE:VH] LUCIUSJULIUS: 6,"M1 GARAND: 83, MK2 GRENADE: 2, M3 KNIFE: 1, M1918A2 BAR: 1",http://144.126.151.248:8010/#/gamescoreboard/7490
[ESPT] Shaka Zulu,73,21,3.48,10,0.9,0.26,3,1,0,0,14.00,0.00,Erroneous: 2,Rodrigo F.: 4,"M1 GARAND: 67, MK2 GRENADE: 5, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7490
DriveBy,65,32,2.03,10,1.02,0.5,3,0,0,0,5.00,1.00,Hodge: 3,The_Scherznator: 4,"M1A1 THOMPSON: 61, MK2 GRENADE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7490
[ESPT] HiSpeedHilly,72,14,5.14,15,1.66,0.32,2,0,0,0,7.00,1.00,Archelon: 2,Alezzo99: 6,"M1 GARAND: 62, MK2 GRENADE: 7, UNKNOWN: 3",http://144.126.151.248:8010/#/gamescoreboard/7489
[ESPT] GHOST,77,19,4.05,40,0.94,0.23,4,7,0,0,28.00,0.00,KorbenDallas: 3,Zleo: 5,"155MM HOWITZER [M114]: 38, M1 GARAND: 30, M1A1 THOMPSON: 5, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7486
Zurraspas,67,8,8.38,58,0.82,0.1,3,3,1,1,25.00,1.00,Highroller: 5,Highroller: 4,"155MM HOWITZER [M114]: 58, M1918A2 BAR: 9",http://144.126.151.248:8010/#/gamescoreboard/7486
DriveBy,66,32,2.06,11,0.8,0.39,3,0,5,2,8.00,0.00,Invader: 5,VintageTwin: 4,"M1A1 THOMPSON: 62, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7486
[ESPT] Lost,65,16,4.06,11,0.81,0.2,3,1,1,1,16.00,1.00,-TL- Bueno!: 3,Raz114: 7,"M1 GARAND: 56, MK2 GRENADE: 5, M1A1 THOMPSON: 4",http://144.126.151.248:8010/#/gamescoreboard/7486
[ESPT] HiSpeedHilly,127,14,9.07,35,1.46,0.16,2,0,0,0,22.00,1.00,B.D.Ford: 2,AUTOCLAVE: 8,SCOPED SVT40: 127,http://144.126.151.248:8010/#/gamescoreboard/7484
haoslse,96,39,2.46,13,1.09,0.44,3,0,1,1,6.00,0.00,THE POX: 5,Cannon Fodder: 5,"GEWEHR 43: 75, STG44: 19, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7484
[ESPT] Valhalla,76,14,5.43,37,1.15,0.21,3,10,1,1,17.00,1.00,Leon: 3,president juul biden: 5,"GEWEHR 43: 35, 150MM HOWITZER [sFH 18]: 27, STRAFING RUN: 7, BOMBING RUN: 5, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7483
StirlingCake,66,37,1.78,7,0.99,0.56,3,0,0,0,4.00,0.00,Tactical Wojtek: 6,Wayward: 4,"M1 GARAND: 40, SATCHEL: 7, MK2 GRENADE: 5, M1A1 THOMPSON: 5, BAZOOKA: 3, Sd.Kfz 251 Half-track: 3, UNKNOWN: 2, M97 TRENCH GUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7483
[ESPT] Fortress,94,15,6.27,46,1.28,0.2,3,0,0,0,18.00,1.00,CROSS: 3,Doey: 11,"M1 GARAND: 78, BROWNING M1919: 10, M1A1 THOMPSON: 6",http://144.126.151.248:8010/#/gamescoreboard/7480
[ESPT] Valhalla,88,11,8,29,1.36,0.17,2,0,0,0,16.00,1.00,CROSS: 1,Digolitos: 5,"M1 GARAND: 63, GEWEHR 43: 20, MK2 GRENADE: 3, UNKNOWN: 1, BOMBING RUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7480
Streets,80,18,4.44,19,1.09,0.25,2,1,0,0,13.00,1.00,CROSS: 3,Tactical Wojtek: 6,"M1903 SPRINGFIELD: 79, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7480
[ESPT] Valhalla,183,52,3.52,19,1.2,0.34,3,4,0,0,11.00,1.00,RenanM: 6,[ESPR] Kuhndog94: 13,"STG44: 105, M1903 SPRINGFIELD: 59, KARABINER 98K: 8, SATCHEL: 5, UNKNOWN: 3, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7468
Couch,119,1,119,108,1.34,0.01,1,11,0,0,44.00,44.00,Phoenix: 1,Dr_Giggles: 6,"155MM HOWITZER [M114]: 115, M1 GARAND: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7468
[ESPT] Lost,78,53,1.47,5,0.55,0.37,6,0,2,1,9.00,0.00,[ESPR] Kuhndog94: 5,jrobertson: 5,"GEWEHR 43: 41, M1 GARAND: 25, MP40: 6, BAZOOKA: 2, UNKNOWN: 2, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7468
DriveBy,77,33,2.33,7,0.93,0.4,3,0,0,0,11.00,0.00,Couch: 4,Sir Filthy: 5,"MP40: 70, M43 STIELHANDGRANATE: 6, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7468
[ESPT]ICEPIRATE,69,37,1.86,6,0.47,0.25,5,4,3,1,18.00,1.00,Melloyello: 3,AcheronStyxx: 3,"M1 GARAND: 59, M97 TRENCH GUN: 6, MK2 GRENADE: 2, SATCHEL: 1, M2 AP MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7468
Lobster Sweats,95,6,15.83,62,1.08,0.07,1,2,0,0,35.00,5.00,Maddog: 1,Adustau: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 56, 37MM CANNON [Stuart M5A1]: 19, 75MM CANNON [Sherman M4A3(75)W]: 8, COAXIAL M1919 [Sherman M4A3E2(76)]: 6, COAXIAL M1919 [Stuart M5A1]: 3, UNKNOWN: 1, Opel Blitz (Transport): 1, COAXIAL M1919 [Sherman M4A3(75)W]: 1",http://144.126.151.248:8010/#/gamescoreboard/7466
[ESPT] WimZy,76,19,4,25,0.87,0.22,2,1,0,0,12.00,1.00,Rviv: 3,DocZoid: 4,"MG42: 41, KARABINER 98K: 32, UNKNOWN: 1, M43 STIELHANDGRANATE: 1, GMC CCKW 353 (Supply): 1",http://144.126.151.248:8010/#/gamescoreboard/7466
[ESPT] Spec,107,1,107,107,3.77,0.04,1,5,0,0,27.00,27.00,Maximus: 1,BRooCH: 10,"150MM HOWITZER [sFH 18]: 106, GEWEHR 43: 1",http://144.126.151.248:8010/#/gamescoreboard/7460
[ESPT] HiSpeedHilly,97,24,4.04,17,1.12,0.28,3,0,1,1,10.00,0.00,Mike (Pillow Fucker): 2,[ESPR] Nello: 6,"GEWEHR 43: 67, STG44: 15, KARABINER 98K: 6, MG42: 4, M43 STIELHANDGRANATE: 3, PANZERSCHRECK: 2",http://144.126.151.248:8010/#/gamescoreboard/7459
BAkSIR,85,22,3.86,21,1.66,0.43,3,1,0,0,7.00,0.00,Hard Boiled: 4,Reactive: 6,"MP40: 25, STG44: 20, FG42: 12, GEWEHR 43: 12, MG42: 7, M43 STIELHANDGRANATE: 7, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7454
[OP] φ DON V1CE,79,44,1.8,9,0.9,0.5,5,0,0,0,6.00,0.00,[OP] ♠ Leeps011: 5,[OP] ♠ strikeout1066: 8,"STG44: 45, GEWEHR 43: 14, MP40: 12, SATCHEL: 6, S-MINE: 2",http://144.126.151.248:8010/#/gamescoreboard/7446
[ESPT] Fortress,78,32,2.44,9,0.88,0.36,5,0,0,0,11.00,0.00,[ESPR] I CANT READ: 6,[ESPT] Mr. Wallace: 8,"M1 GARAND: 56, BROWNING M1919: 14, M1918A2 BAR: 6, COLT M1911: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7446
[ESPT] coolpolak,69,39,1.77,8,0.78,0.44,5,0,1,1,6.00,0.00,[ESPT] GHOST: 6,[ESPR] Mason: 6,"M1 GARAND: 68, M3 KNIFE: 1",http://144.126.151.248:8010/#/gamescoreboard/7446
[ESPT] HiSpeedHilly,65,58,1.12,5,0.74,0.66,4,1,1,1,4.00,0.00,[ESPT] Mr. Wallace: 11,[ESPR] I CANT READ: 7,"M1 GARAND: 32, M1918A2 BAR: 19, MK2 GRENADE: 4, M1A1 THOMPSON: 4, M3 GREASE GUN: 4, SATCHEL: 1, M97 TRENCH GUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7446
[ESPT] Valhalla,65,30,2.17,11,0.73,0.34,2,0,1,1,12.00,0.00,[OP] φ Madcap Ψ: 3,[OP] φ Bruceinator91: 4,M1 GARAND: 65,http://144.126.151.248:8010/#/gamescoreboard/7446
lad,80,47,1.7,14,0.89,0.52,6,2,2,1,8.00,0.00,Junky: 4,Junky: 5,"STG44: 64, SATCHEL: 13, UNKNOWN: 2, FELDSPATEN: 1",http://144.126.151.248:8010/#/gamescoreboard/7445
